"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"01319";"orlistat";"orlistat";"orlistat";;;"orlistat";;;true;false
"00266";"calamine";"calamine";"calamine";;;"calamine";;;true;false
"00589";"eltrombopag";"eltrombopag";"eltrombopag";;;"eltrombopag";;;true;false
"02113";"somatostatine acetaat";"somatostatine acétate";"somatostatine";"watervrij";"acetaat";"somatostatine";"anhydre";"acétate";true;false
"00141";"atovaquon";"atovaquone";"atovaquon";;;"atovaquone";;;true;false
"01305";"olanzapine pamoaat";"olanzapine pamoate";"olanzapine";"monohydraat";"pamoaat";"olanzapine";"monohydraté";"pamoate";true;false
"00391";"clarithromycine citraat";"clarithromycine citrate";"clarithromycine";;"citraat";"clarithromycine";;"citrate";true;false
"01089";"Malva silvestris (vrucht)";"Malva silvestris (fruit)";"Malva silvestris";"vrucht [plantaardig]";;"Malva silvestris";"fruit [végétal]";;true;false
"01111";"Melissa officinalis (kruid)";"Melissa officinalis (herbe)";"Melissa officinalis";"kruid [plantaardig]";;"Melissa officinalis";"herbe [végétal]";;true;false
"01112";"Melissa officinalis (samengestelde spiritus)";"Melissa officinalis (composé alcoolat)";"Melissa officinalis";"samengestelde spiritus [plantaardig]";;"Melissa officinalis";"composé alcoolat [végétal]";;true;false
"01122";"meningokokken type C (polysachariden, geconjugeerd)";"méningocoque type C (polysaccharides, conjugué)";"meningokokken type C";"polysachariden, geconjugeerd (O-gedeacetyleerd) van groep C (C11-stam) [bacterieel, biologisch]";;"méningocoque type C";"polysaccharides, conjugué souche C11 (de-O-acétylé) [bactérien, biologique]";;true;false
"01922";"meningokokken type A, C, W, Y (geconjugeerd)";"méningocoques type A, C, W, Y (conjugué)";"meningokokken type A, C, W, Y";"geconjugeerd [bacterieel, biologisch]";;"méningocoques type A, C, W, Y";"conjugué [bactérien, biologique]";;true;false
"00113";"Angelica (blad en wortel)";"Angelica (feuille et racine)";"Angelica";"blad en wortel [plantaardig]";;"Angelica";"feuille et racine [végétal]";;true;false
"01241";"Nasturtium officinale (blad)";"Nasturtium officinale (feuille)";"Nasturtium officinale";"blad [plantaardig]";;"Nasturtium officinale";"feuille [végétal]";;true;false
"01536";"Rhamnus purshianus (droog extract)";"Rhamnus purshianus (extrait sec)";"Rhamnus purshianus";"droog extract [plantaardig]";;"Rhamnus purshianus";"extrait sec [végétal]";;true;false
"00096";"amlodipine mesilaat";"amlodipine mésilate";"amlodipine";"monohydraat";"mesilaat";"amlodipine";"monohydraté";"mésilate";true;false
"01385";"Pelargonium species (droog extract)";"Pelargonium species (extrait sec)";"Pelargonium species";"droog extract wortel [plantaardig]";;"Pelargonium species";"extrait sec racine [végétal]";;true;false
"01895";"ingenol";"ingénol";"ingenol";;;"ingénol";;;true;false
"00385";"citroen (schil)";"citron (zeste)";"citroen";"schil [plantaardig]";;"citron";"zeste [végétal]";;true;false
"01003";"Lactobacillus acidophilus";"Lactobacillus acidophilus";"Lactobacillus acidophilus";"[bacterieel, biologisch]";;"Lactobacillus acidophilus";"[bactérien, biologique]";;true;false
"01722";"Thuja occidentalis (tinctuur)";"Thuja occidentalis (teinture)";"Thuja occidentalis";"tinctuur [plantaardig]";;"Thuja occidentalis";"teinture [végétal]";;true;false
"01948";"Vitis vinifera (poeder)";"Vitis vinifera (poudre)";"Vitis vinifera";"poeder [plantaardig]";;"Vitis vinifera";"poudre [végétal]";;true;false
"02054";"ponatinib";"ponatinib";"ponatinib";;;"ponatinib";;;true;false
"01578";"ruxolitinib";"ruxolitinib";"ruxolitinib";;;"ruxolitinib";;;true;false
"01417";"piritramide";"piritramide";"piritramide";;;"piritramide";;;true;false
"01100";"meclozine dihydrochloride";"méclozine dichlorhydrate";"meclozine";;"dihydrochloride";"méclozine";;"dichlorhydrate";true;false
"01105";"mefloquine hydrochloride";"méfloquine chlorhydrate";"mefloquine";;"hydrochloride";"méfloquine";;"chlorhydrate";true;false
"01468";"proglumetacine dimaleaat";"proglumétacine dimaléate";"proglumetacine";;"dimaleaat";"proglumétacine";;"dimaléate";true;false
"02003";"natrium(I)";"sodium(I)";"natrium(I)";;;"sodium(I)";;;true;false
"01996";"ascorbaat";"ascorbate";"ascorbaat";;;"ascorbate";;;true;false
"00436";"colestipol";"colestipol";"colestipol";;;"colestipol";;;true;false
"00556";"dorzolamide";"dorzolamide";"dorzolamide";;;"dorzolamide";;;true;false
"00560";"doxapram";"doxapram";"doxapram";;;"doxapram";;;true;false
"01545";"rilpivirine hydrochloride";"rilpivirine chlorhydrate";"rilpivirine";;"hydrochloride";"rilpivirine";;"chlorhydrate";true;false
"01446";"pranoprofen";"pranoprofène";"pranoprofen";;;"pranoprofène";;;true;false
"01652";"sulfanilamide";"sulfanilamide";"sulfanilamide";;;"sulfanilamide";;;true;false
"01923";"meningokokken type C (geconjugeerd)";"méningocoques type C (conjugué)";"meningokokken type C";"geconjugeerd [bacterieel, biologisch]";;"méningocoques type C";"conjugué [bactérien, biologique]";;true;false
"01579";"Saccharomyces boulardii";"Saccharomyces boulardii";"Saccharomyces boulardii";"[biologisch, gist]";;"Saccharomyces boulardii";"[biologique, levure]";;true;false
"00090";"amisulpride";"amisulpride";"amisulpride";;;"amisulpride";;;true;false
"00561";"doxapram hydrochloride";"doxapram chlorhydrate";"doxapram";;"hydrochloride";"doxapram";;"chlorhydrate";true;false
"00562";"doxepine";"doxépine";"doxepine";;;"doxépine";;;true;false
"00563";"doxepine hydrochloride";"doxépine chlorhydrate";"doxepine";;"hydrochloride";"doxépine";;"chlorhydrate";true;false
"00564";"doxorubicine";"doxorubicine";"doxorubicine";;;"doxorubicine";;;true;false
"00621";"eptifibatide";"eptifibatide";"eptifibatide";;;"eptifibatide";;;true;false
"00628";"erlotinib";"erlotinib";"erlotinib";;;"erlotinib";;;true;false
"00633";"escitalopram";"escitalopram";"escitalopram";;;"escitalopram";;;true;false
"02094";"irinotecan hydrochloride";"irinotécan chlorhydrate";"irinotecan";"watervrij";"hydrochloride";"irinotécan";"anhydre";"chlorhydrate";true;false
"02048";"amidotrizoïnezuur";"acide amidotrizoïque";"amidotrizoïnezuur";;;"acide amidotrizoïque";;;true;false
"01591";"saquinavir";"saquinavir";"saquinavir";;;"saquinavir";;;true;false
"02049";"hydroxyboterzuur";"acide hydroxybutyrique";"hydroxyboterzuur";;;"acide hydroxybutyrique";;;true;false
"00258";"busulfan";"busulfan";"busulfan";;;"busulfan";;;true;false
"00264";"cabazitaxel";"cabazitaxel";"cabazitaxel";;;"cabazitaxel";;;true;false
"00265";"cabergoline";"cabergoline";"cabergoline";;;"cabergoline";;;true;false
"02042";"carbonaat";"carbonate";"carbonaat";;;"carbonate";;;true;false
"01093";"mazelenvirus (levend verzwakt)";"virus de la rougeole (vivants atténués)";"mazelenvirus";"levend verzwakt [biologisch, viraal]";;"virus de la rougeole";"vivants atténués [biologique, viral]";;true;false
"00626";"ergotamine tartraat";"ergotamine tartrate";"ergotamine";;"tartraat";"ergotamine";;"tartrate";true;false
"00629";"erlotinib hydrochloride";"erlotinib chlorhydrate";"erlotinib";;"hydrochloride";"erlotinib";;"chlorhydrate";true;false
"00637";"esomeprazol";"ésoméprazole";"esomeprazol";;;"ésoméprazole";;;true;false
"00644";"estriol";"estriol";"estriol";;;"estriol";;;true;false
"00645";"etamsylaat";"étamsylate";"etamsylaat";;;"étamsylate";;;true;false
"02090";"ibandronaat natrium";"ibandronate sodium";"ibandronaat";"watervrij";"natrium";"ibandronate";"anhydre";"sodium";true;false
"02095";"lanthaan carbonaat";"lanthane carbonate";"lanthaan";"watervrij";"carbonaat";"lanthane";"anhydre";"carbonate";true;false
"02096";"lapatinib ditosylaat";"lapatinib ditosylate";"lapatinib";"watervrij";"ditosylaat";"lapatinib";"anhydre";"ditosylate";true;false
"02057";"nivolumab";"nivolumab";"nivolumab";"[biologisch, biosynthetisch]";;"nivolumab";"[biologique, biosynthétique]";;true;false
"00446";"cromoglicinezuur";"acide cromoglicique";"cromoglicinezuur";;;"acide cromoglicique";;;true;false
"01306";"oliezuur";"acide oléique";"oliezuur";;;"acide oléique";;;true;false
"00438";"colestyramine";"colestyramine";"colestyramine";;;"colestyramine";;;true;false
"00738";"flunarizine";"flunarizine";"flunarizine";;;"flunarizine";;;true;false
"00747";"fluorouracil";"fluorouracil";"fluorouracil";;;"fluorouracil";;;true;false
"01917";"vilanterol";"vilantérol";"vilanterol";;;"vilantérol";;;true;false
"01914";"tafamidis";"tafamidis";"tafamidis";;;"tafamidis";;;true;false
"00097";"ammonium";"ammonium";"ammonium";;;"ammonium";;;true;false
"00624";"ergocalciferol";"ergocalciférol";"ergocalciferol";;;"ergocalciférol";;;true;false
"00630";"erythromycine";"érythromycine";"erythromycine";;;"érythromycine";;;true;false
"00655";"ethylmorfine hydrochloride";"éthylmorphine chlorhydrate";"ethylmorfine";;"hydrochloride";"éthylmorphine";;"chlorhydrate";true;false
"01462";"procaïne";"procaïne";"procaïne";;;"procaïne";;;true;false
"01159";"methylnaltrexon";"méthylnaltrexone";"methylnaltrexon";;;"méthylnaltrexone";;;true;false
"01688";"tenofovir";"ténofovir";"tenofovir";;;"ténofovir";;;true;false
"00387";"citraat kalium";"citrate potassium";"citraat";;"kalium";"citrate";;"potassium";true;false
"00943";"iopamidol";"iopamidol";"iopamidol";;;"iopamidol";;;true;false
"00150";"azathioprine";"azathioprine";"azathioprine";;;"azathioprine";;;true;false
"00473";"darunavir";"darunavir";"darunavir";;;"darunavir";;;true;false
"00761";"fluvoxamine";"fluvoxamine";"fluvoxamine";;;"fluvoxamine";;;true;false
"00805";"galantamine";"galantamine";"galantamine";;;"galantamine";;;true;false
"00807";"galsulfase";"galsulfase";"galsulfase";"[biologisch, biosynthetisch]";;"galsulfase";"[biologique, biosynthétique]";;true;false
"00808";"ganciclovir";"ganciclovir";"ganciclovir";;;"ganciclovir";;;true;false
"00362";"ciclopirox";"ciclopirox";"ciclopirox";;;"ciclopirox";;;true;false
"00814";"gemcitabine";"gemcitabine";"gemcitabine";;;"gemcitabine";;;true;false
"02104";"nalmefeen hydrochloride";"nalméfène chlorhydrate";"nalmefeen";"watervrij";"hydrochloride";"nalméfène";"anhydre";"chlorhydrate";true;false
"02106";"nilotinib hydrochloride";"nilotinib chlorhydrate";"nilotinib";"watervrij";"hydrochloride";"nilotinib";"anhydre";"chlorhydrate";true;false
"02108";"pantoprazol natrium";"pantoprazole sodium";"pantoprazol";"watervrij";"natrium";"pantoprazole";"anhydre";"sodium";true;false
"01482";"protamine";"protamine";"protamine";"[biologisch, zalmsperma]";;"protamine";"[biologique, sperme de saumon]";;true;false
"01757";"tolterodine";"toltérodine";"tolterodine";;;"toltérodine";;;true;false
"02775";"thiopental";"thiopental";"thiopental";;;"thiopental";;;true;false
"00835";"glycopyrronium";"glycopyrronium";"glycopyrronium";;;"glycopyrronium";;;true;false
"00837";"golimumab";"golimumab";"golimumab";"[biologisch, biosynthetisch]";;"golimumab";"[biologique, biosynthétique]";;true;false
"00683";"felbinac";"felbinac";"felbinac";;;"felbinac";;;true;false
"00811";"geactiveerde kool";"charbon activé";"geactiveerde kool";"[plantaardig]";;"charbon activé";"[végétal]";;true;false
"00812";"gefitinib";"géfitinib";"gefitinib";;;"géfitinib";;;true;false
"00877";"hydroxychloroquine";"hydroxychloroquine";"hydroxychloroquine";;;"hydroxychloroquine";;;true;false
"00880";"hydroxyzine";"hydroxyzine";"hydroxyzine";;;"hydroxyzine";;;true;false
"00884";"hypromellose";"hypromellose";"hypromellose";;;"hypromellose";;;true;false
"00021";"aciclovir";"aciclovir";"aciclovir";;;"aciclovir";;;true;false
"00078";"amcinonide";"amcinonide";"amcinonide";;;"amcinonide";;;true;false
"00413";"clopamide";"clopamide";"clopamide";;;"clopamide";;;true;false
"02118";"tiotropium bromide";"tiotropium bromure";"tiotropium";"watervrij";"bromide";"tiotropium";"anhydre";"bromure";true;false
"00220";"bisoprolol";"bisoprolol";"bisoprolol";;;"bisoprolol";;;true;false
"00895";"idursulfase";"idursulfase";"idursulfase";"[biologisch, biosynthetisch]";;"idursulfase";"[biologique, biosynthétique]";;true;false
"01819";"vecuronium";"vécuronium";"vecuronium";;;"vécuronium";;;true;false
"02132";"paroxetine hydrochloride";"paroxétine chlorhydrate";"paroxetine";"hemihydraat";"hydrochloride";"paroxétine";"hémihydraté";"chlorhydrate";true;false
"02119";"vardenafil hydrochloride";"vardénafil chlorhydrate";"vardenafil";"watervrij";"hydrochloride";"vardénafil";"anhydre";"chlorhydrate";true;false
"00896";"ifosfamide";"ifosfamide";"ifosfamide";;;"ifosfamide";;;true;false
"01861";"zolpidem";"zolpidem";"zolpidem";;;"zolpidem";;;true;false
"00181";"benzalkonium";"benzalkonium";"benzalkonium";;;"benzalkonium";;;true;false
"02100";"lisinopril";"lisinopril";"lisinopril";"watervrij";;"lisinopril";"anhydre";;true;false
"00390";"clarithromycine";"clarithromycine";"clarithromycine";;;"clarithromycine";;;true;false
"01698";"terpentijn";"térébenthine";"terpentijn";"[plantaardig]";;"térébenthine";"[végétal]";;true;false
"00907";"imatinib";"imatinib";"imatinib";;;"imatinib";;;true;false
"02017";"glucose";"glucose";"glucose";"monohydraat";;"glucose";"monohydraté";;true;false
"00285";"Capsicum (oliehars)";"Capsicum (oléorésine)";"Capsicum";"oliehars [plantaardig]";;"Capsicum";"oléorésine [végétal]";;true;false
"01907";"rilpivirine";"rilpivirine";"rilpivirine";;;"rilpivirine";;;true;false
"02077";"cefepim dihydrochloride";"céfépime dichlorhydrate";"cefepim";"watervrij";"dihydrochloride";"céfépime";"anhydre";"dichlorhydrate";true;false
"00260";"butoconazol";"butoconazole";"butoconazol";;;"butoconazole";;;true;false
"00279";"candesartan";"candésartan";"candesartan";;;"candésartan";;;true;false
"01990";"geen actieve ingrediënten";"pas de principes actifs";"geen actieve ingrediënten";;;"pas de principes actifs";;;true;false
"02074";"calcipotriol";"calcipotriol";"calcipotriol";"watervrij";;"calcipotriol";"anhydre";;true;false
"01379";"pegfilgrastim";"pegfilgrastim";"filgrastim";"[biologisch, biosynthetisch]";"peg";"filgrastim";"[biologique, biosynthétique]";"peg";true;false
"01128";"menthol";"menthol";"menthol";;;"menthol";;;true;false
"02082";"doxycycline";"doxycycline";"doxycycline";"watervrij";;"doxycycline";"anhydre";;true;false
"02078";"ceftazidim";"ceftazidime";"ceftazidim";"watervrij";;"ceftazidime";"anhydre";;true;false
"00131";"asparaginase";"asparaginase";"asparaginase";"[bacterieel, biologisch]";;"asparaginase";"[bactérien, biologique]";;true;false
"00352";"chloroquine";"chloroquine";"chloroquine";;;"chloroquine";;;true;false
"00944";"ipilimumab";"ipilimumab";"ipilimumab";"[biologisch, biosynthetisch]";;"ipilimumab";"[biologique, biosynthétique]";;true;false
"00389";"cladribine";"cladribine";"cladribine";;;"cladribine";;;true;false
"00117";"apraclonidine";"apraclonidine";"apraclonidine";;;"apraclonidine";;;true;false
"00656";"salicylaat ethyl";"salicylate éthyle";"salicylaat";;"ethyl";"salicylate";;"éthyle";true;false
"02126";"dasabuvir natrium";"dasabuvir sodium";"dasabuvir";"watervrij";"natrium";"dasabuvir";"anhydre";"sodium";true;false
"02110";"pramipexol dihydrochloride";"pramipexole dichlorhydrate";"pramipexol";"watervrij";"dihydrochloride";"pramipexole";"anhydre";"dichlorhydrate";true;false
"02112";"sitagliptine fosfaat";"sitagliptine phosphate";"sitagliptine";"watervrij";"fosfaat";"sitagliptine";"anhydre";"phosphate";true;false
"00546";"docusaat";"docusate";"docusaat";;;"docusate";;;true;false
"00945";"ipratropium";"ipratropium";"ipratropium";;;"ipratropium";;;true;false
"00617";"epoprostenol natrium";"époprosténol sodium";"epoprostenol";;"natrium";"époprosténol";;"sodium";true;false
"01904";"pertuzumab";"pertuzumab";"pertuzumab";"[biologisch, biosynthetisch]";;"pertuzumab";"[biologique, biosynthétique]";;true;false
"01870";"aclidinium";"aclidinium";"aclidinium";;;"aclidinium";;;true;false
"01905";"pomalidomide";"pomalidomide";"pomalidomide";;;"pomalidomide";;;true;false
"02116";"tacrolimus";"tacrolimus";"tacrolimus";"watervrij";;"tacrolimus";"anhydre";;true;false
"00961";"ivabradine";"ivabradine";"ivabradine";;;"ivabradine";;;true;false
"01149";"methotrexaat dinatrium";"méthotrexate disodium";"methotrexaat";;"dinatrium";"méthotrexate";;"disodium";true;false
"01959";"pethidine";"péthidine";"pethidine";;;"péthidine";;;true;false
"01982";"daclatasvir";"daclatasvir";"daclatasvir";;;"daclatasvir";;;true;false
"00787";"frovatriptan succinaat";"frovatriptan succinate";"frovatriptan";"monohydraat";"succinaat";"frovatriptan";"monohydraté";"succinate";true;false
"00956";"isosorbide";"isosorbide";"isosorbide";;;"isosorbide";;;true;false
"01060";"lodoxamide";"lodoxamide";"lodoxamide";;;"lodoxamide";;;true;false
"01000";"lacidipine";"lacidipine";"lacidipine";;;"lacidipine";;;true;false
"01001";"lacosamide";"lacosamide";"lacosamide";;;"lacosamide";;;true;false
"01002";"lactitol";"lactitol";"lactitol";;;"lactitol";;;true;false
"01004";"lactulose";"lactulose";"lactulose";;;"lactulose";;;true;false
"01005";"lamivudine";"lamivudine";"lamivudine";;;"lamivudine";;;true;false
"01006";"lamotrigine";"lamotrigine";"lamotrigine";;;"lamotrigine";;;true;false
"01014";"lapatinib";"lapatinib";"lapatinib";;;"lapatinib";;;true;false
"01016";"laronidase";"laronidase";"laronidase";"[biologisch, biosynthetisch]";;"laronidase";"[biologique, biosynthétique]";;true;false
"00987";"ketorolac";"kétorolac";"ketorolac";;;"kétorolac";;;true;false
"01038";"levodropropizine";"lévodropropizine";"levodropropizine";;;"lévodropropizine";;;true;false
